"LinkIndec","Provincia","Partido","Localidad","Tecnologia","Accesos"
"6588100","BUENOS AIRES","9 de Julio","9 de Julio","ADSL","3.092"
"6588100","BUENOS AIRES","9 de Julio","9 de Julio","CABLEMODEM","3.341"
"6588100","BUENOS AIRES","9 de Julio","9 de Julio","DIAL UP","78"
"6588100","BUENOS AIRES","9 de Julio","9 de Julio","FIBRA OPTICA","9.104"
"6588100","BUENOS AIRES","9 de Julio","9 de Julio","SATELITAL","566"
"6588100","BUENOS AIRES","9 de Julio","9 de Julio","WIRELESS","831"
"6588030","BUENOS AIRES","9 de Julio","12 de Octubre","SATELITAL","13"
"6588030","BUENOS AIRES","9 de Julio","12 de Octubre","WIRELESS","19"
"6588010","BUENOS AIRES","9 de Julio","Alfredo Demarchi  (Est. Facundo Quiroga)","ADSL","450"
"6588010","BUENOS AIRES","9 de Julio","Alfredo Demarchi  (Est. Facundo Quiroga)","Otros","60"
"6588010","BUENOS AIRES","9 de Julio","Alfredo Demarchi  (Est. Facundo Quiroga)","SATELITAL","53"
"6588020","BUENOS AIRES","9 de Julio","Carlos María Naón","FIBRA OPTICA","62"
"6588020","BUENOS AIRES","9 de Julio","Carlos María Naón","SATELITAL","21"
"6588020","BUENOS AIRES","9 de Julio","Carlos María Naón","WIRELESS","1"
"6588040","BUENOS AIRES","9 de Julio","Dudignac","SATELITAL","72"
"6588040","BUENOS AIRES","9 de Julio","Dudignac","WIRELESS","474"
"6588050","BUENOS AIRES","9 de Julio","La Aurora  (Est. La Niña)","SATELITAL","26"
"6588060","BUENOS AIRES","9 de Julio","Manuel B. Gonnet  (Est. French)","ADSL","193"
"6588060","BUENOS AIRES","9 de Julio","Manuel B. Gonnet  (Est. French)","SATELITAL","29"
"6588070","BUENOS AIRES","9 de Julio","Marcelino Ugarte  (Est. Dennehy)","SATELITAL","8"
"6588080","BUENOS AIRES","9 de Julio","Morea","SATELITAL","33"
"6588080","BUENOS AIRES","9 de Julio","Morea","WIRELESS","130"
"6588090","BUENOS AIRES","9 de Julio","Norumbega","SATELITAL","16"
"0","BUENOS AIRES","9 de Julio","Otros","SATELITAL","122"
"6588110","BUENOS AIRES","9 de Julio","Patricios","ADSL","90"
"6588110","BUENOS AIRES","9 de Julio","Patricios","FIBRA OPTICA","2"
"6588110","BUENOS AIRES","9 de Julio","Patricios","SATELITAL","22"
"6588110","BUENOS AIRES","9 de Julio","Patricios","WIRELESS","50"
"6588120","BUENOS AIRES","9 de Julio","Villa General Fournier  (Est. 9 de Julio Sud)","FIBRA OPTICA","210"
"6588120","BUENOS AIRES","9 de Julio","Villa General Fournier  (Est. 9 de Julio Sud)","SATELITAL","46"
"6588120","BUENOS AIRES","9 de Julio","Villa General Fournier  (Est. 9 de Julio Sud)","WIRELESS","42"
"6854100","BUENOS AIRES","25 de Mayo","25 de Mayo","ADSL","338"
"6854100","BUENOS AIRES","25 de Mayo","25 de Mayo","CABLEMODEM","5.238"
"6854100","BUENOS AIRES","25 de Mayo","25 de Mayo","FIBRA OPTICA","4"
"6854100","BUENOS AIRES","25 de Mayo","25 de Mayo","SATELITAL","969"
"6854100","BUENOS AIRES","25 de Mayo","25 de Mayo","WIRELESS","579"
"6854010","BUENOS AIRES","25 de Mayo","Agustín Mosconi","SATELITAL","17"
"6854020","BUENOS AIRES","25 de Mayo","Del Valle","ADSL","181"
"6854020","BUENOS AIRES","25 de Mayo","Del Valle","Otros","10"
"6854020","BUENOS AIRES","25 de Mayo","Del Valle","SATELITAL","57"
"6854030","BUENOS AIRES","25 de Mayo","Ernestina","ADSL","33"
"6854030","BUENOS AIRES","25 de Mayo","Ernestina","FIBRA OPTICA","69"
"6854030","BUENOS AIRES","25 de Mayo","Ernestina","SATELITAL","13"
"6854040","BUENOS AIRES","25 de Mayo","Gobernador Ugarte","FIBRA OPTICA","7"
"6854040","BUENOS AIRES","25 de Mayo","Gobernador Ugarte","SATELITAL","16"
"6854040","BUENOS AIRES","25 de Mayo","Gobernador Ugarte","WIRELESS","225"
"6854050","BUENOS AIRES","25 de Mayo","Lucas Monteverde","SATELITAL","16"
"6854060","BUENOS AIRES","25 de Mayo","Norberto de la Riestra","CABLEMODEM","782"
"6854060","BUENOS AIRES","25 de Mayo","Norberto de la Riestra","FIBRA OPTICA","1.195"
"6854060","BUENOS AIRES","25 de Mayo","Norberto de la Riestra","Otros","16"
"6854060","BUENOS AIRES","25 de Mayo","Norberto de la Riestra","SATELITAL","122"
"6854060","BUENOS AIRES","25 de Mayo","Norberto de la Riestra","WIRELESS","100"
"0","BUENOS AIRES","25 de Mayo","Otros","SATELITAL","132"
"6854070","BUENOS AIRES","25 de Mayo","Pedernales","ADSL","208"
"6854070","BUENOS AIRES","25 de Mayo","Pedernales","FIBRA OPTICA","473"
"6854070","BUENOS AIRES","25 de Mayo","Pedernales","SATELITAL","57"
"6854070","BUENOS AIRES","25 de Mayo","Pedernales","WIRELESS","7"
"6854080","BUENOS AIRES","25 de Mayo","San Enrique","SATELITAL","40"
"6854090","BUENOS AIRES","25 de Mayo","Valdés","SATELITAL","54"
"6007010","BUENOS AIRES","Adolfo Alsina","Carhué","ADSL","879"
"6007010","BUENOS AIRES","Adolfo Alsina","Carhué","DIAL UP","1"
"6007010","BUENOS AIRES","Adolfo Alsina","Carhué","FIBRA OPTICA","1.886"
"6007010","BUENOS AIRES","Adolfo Alsina","Carhué","SATELITAL","163"
"6007010","BUENOS AIRES","Adolfo Alsina","Carhué","WIRELESS","1.073"
"6007020","BUENOS AIRES","Adolfo Alsina","Colonia San Miguel Arcángel","FIBRA OPTICA","208"
"6007020","BUENOS AIRES","Adolfo Alsina","Colonia San Miguel Arcángel","SATELITAL","42"
"6007030","BUENOS AIRES","Adolfo Alsina","Delfín Huergo","SATELITAL","6"
"6007050","BUENOS AIRES","Adolfo Alsina","Esteban Agustín Gascón","FIBRA OPTICA","60"
"6007050","BUENOS AIRES","Adolfo Alsina","Esteban Agustín Gascón","SATELITAL","7"
"6007060","BUENOS AIRES","Adolfo Alsina","La Pala","SATELITAL","4"
"6007070","BUENOS AIRES","Adolfo Alsina","Maza","FIBRA OPTICA","395"
"6007070","BUENOS AIRES","Adolfo Alsina","Maza","SATELITAL","81"
"6007070","BUENOS AIRES","Adolfo Alsina","Maza","WIRELESS","14"
"0","BUENOS AIRES","Adolfo Alsina","Otros","SATELITAL","85"
"6007080","BUENOS AIRES","Adolfo Alsina","Rivera","FIBRA OPTICA","1.399"
"6007080","BUENOS AIRES","Adolfo Alsina","Rivera","SATELITAL","95"
"6007010","BUENOS AIRES","Adolfo Alsina","Thames","SATELITAL","6"
"6007100","BUENOS AIRES","Adolfo Alsina","Villa Margarita","SATELITAL","2"
"6007110","BUENOS AIRES","Adolfo Alsina","Yutuyaco","SATELITAL","17"
"6014010","BUENOS AIRES","Adolfo Gonzales Chaves","Adolfo Gonzales Chaves  (Est. Chaves)","ADSL","281"
"6014010","BUENOS AIRES","Adolfo Gonzales Chaves","Adolfo Gonzales Chaves  (Est. Chaves)","CABLEMODEM","1"
"6014010","BUENOS AIRES","Adolfo Gonzales Chaves","Adolfo Gonzales Chaves  (Est. Chaves)","CELULAR","1"
"6014010","BUENOS AIRES","Adolfo Gonzales Chaves","Adolfo Gonzales Chaves  (Est. Chaves)","DIAL UP","2"
"6014010","BUENOS AIRES","Adolfo Gonzales Chaves","Adolfo Gonzales Chaves  (Est. Chaves)","FIBRA OPTICA","942"
"6014010","BUENOS AIRES","Adolfo Gonzales Chaves","Adolfo Gonzales Chaves  (Est. Chaves)","SATELITAL","159"
"6014010","BUENOS AIRES","Adolfo Gonzales Chaves","Adolfo Gonzales Chaves  (Est. Chaves)","WIRELESS","690"
"6014020","BUENOS AIRES","Adolfo Gonzales Chaves","De la Garma","FIBRA OPTICA","702"
"6014020","BUENOS AIRES","Adolfo Gonzales Chaves","De la Garma","SATELITAL","76"
"6014020","BUENOS AIRES","Adolfo Gonzales Chaves","De la Garma","WIRELESS","34"
"6014030","BUENOS AIRES","Adolfo Gonzales Chaves","Juan E. Barra","SATELITAL","16"
"6014030","BUENOS AIRES","Adolfo Gonzales Chaves","Juan E. Barra","WIRELESS","65"
"0","BUENOS AIRES","Adolfo Gonzales Chaves","Otros","SATELITAL","68"
"6014040","BUENOS AIRES","Adolfo Gonzales Chaves","Vásquez","SATELITAL","5"
"6014040","BUENOS AIRES","Adolfo Gonzales Chaves","Vásquez","WIRELESS","14"
"6021010","BUENOS AIRES","Alberti","Alberti   (Est. Andrés Vaccarezza)","ADSL","147"
"6021010","BUENOS AIRES","Alberti","Alberti   (Est. Andrés Vaccarezza)","DIAL UP","5"
"6021010","BUENOS AIRES","Alberti","Alberti   (Est. Andrés Vaccarezza)","FIBRA OPTICA","9"
"6021010","BUENOS AIRES","Alberti","Alberti   (Est. Andrés Vaccarezza)","SATELITAL","107"
"6021010","BUENOS AIRES","Alberti","Alberti   (Est. Andrés Vaccarezza)","WIRELESS","4"
"6021020","BUENOS AIRES","Alberti","Coronel Seguí","SATELITAL","8"
"6021020","BUENOS AIRES","Alberti","Coronel Seguí","WIRELESS","5"
"6021030","BUENOS AIRES","Alberti","Mechita","ADSL","285"
"6021030","BUENOS AIRES","Alberti","Mechita","SATELITAL","20"
"0","BUENOS AIRES","Alberti","Otros","SATELITAL","11"
"6021040","BUENOS AIRES","Alberti","Pla","SATELITAL","9"
"6021050","BUENOS AIRES","Alberti","Villa Grisolía  (Est. Achupallas)","SATELITAL","36"
"6021060","BUENOS AIRES","Alberti","Villa María","SATELITAL","1"
"6021070","BUENOS AIRES","Alberti","Villa Ortiz  (Est. Coronel Mom)","SATELITAL","5"
"6021070","BUENOS AIRES","Alberti","Villa Ortiz  (Est. Coronel Mom)","WIRELESS","24"
"6028010","BUENOS AIRES","Almirante Brown","Adrogué","ADSL","9"
"6028010","BUENOS AIRES","Almirante Brown","Adrogué","CABLEMODEM","8.912"
"6028010","BUENOS AIRES","Almirante Brown","Adrogué","DIAL UP","44"
"6028010","BUENOS AIRES","Almirante Brown","Adrogué","FIBRA OPTICA","14.456"
"6028010","BUENOS AIRES","Almirante Brown","Adrogué","Otros","1"
"6028010","BUENOS AIRES","Almirante Brown","Adrogué","SATELITAL","141"
"6028010","BUENOS AIRES","Almirante Brown","Adrogué","WIRELESS","26"
"6028010","BUENOS AIRES","Almirante Brown","Burzaco","ADSL","17"
"6028010","BUENOS AIRES","Almirante Brown","Burzaco","CABLEMODEM","15.360"
"6028010","BUENOS AIRES","Almirante Brown","Burzaco","CELULAR","10"
"6028010","BUENOS AIRES","Almirante Brown","Burzaco","DIAL UP","33"
"6028010","BUENOS AIRES","Almirante Brown","Burzaco","FIBRA OPTICA","15.536"
"6028010","BUENOS AIRES","Almirante Brown","Burzaco","SATELITAL","162"
"6028010","BUENOS AIRES","Almirante Brown","Burzaco","WIRELESS","273"
"6028010","BUENOS AIRES","Almirante Brown","Claypole","ADSL","1"
"6028010","BUENOS AIRES","Almirante Brown","Claypole","CABLEMODEM","7.478"
"6028010","BUENOS AIRES","Almirante Brown","Claypole","CELULAR","25"
"6028010","BUENOS AIRES","Almirante Brown","Claypole","DIAL UP","3"
"6028010","BUENOS AIRES","Almirante Brown","Claypole","FIBRA OPTICA","5.882"
"6028010","BUENOS AIRES","Almirante Brown","Claypole","SATELITAL","27"
"6028010","BUENOS AIRES","Almirante Brown","Claypole","WIRELESS","1"
"6028010","BUENOS AIRES","Almirante Brown","Don Orione","CABLEMODEM","5.087"
"6028010","BUENOS AIRES","Almirante Brown","Don Orione","FIBRA OPTICA","421"
"6028010","BUENOS AIRES","Almirante Brown","Don Orione","SATELITAL","34"
"6028010","BUENOS AIRES","Almirante Brown","Don Orione","WIRELESS","1"
"6028010","BUENOS AIRES","Almirante Brown","Glew","CABLEMODEM","8.471"
"6028010","BUENOS AIRES","Almirante Brown","Glew","CELULAR","5"
"6028010","BUENOS AIRES","Almirante Brown","Glew","DIAL UP","9"
"6028010","BUENOS AIRES","Almirante Brown","Glew","FIBRA OPTICA","14.301"
"6028010","BUENOS AIRES","Almirante Brown","Glew","SATELITAL","50"
"6028010","BUENOS AIRES","Almirante Brown","Glew","WIRELESS","54"
"6028010","BUENOS AIRES","Almirante Brown","Jose Mármol","CABLEMODEM","7.209"
"6028010","BUENOS AIRES","Almirante Brown","Jose Mármol","DIAL UP","1"
"6028010","BUENOS AIRES","Almirante Brown","Jose Mármol","FIBRA OPTICA","2.182"
"6028010","BUENOS AIRES","Almirante Brown","Jose Mármol","SATELITAL","30"
"6028010","BUENOS AIRES","Almirante Brown","Jose Mármol","WIRELESS","1"
"6028010","BUENOS AIRES","Almirante Brown","Longchamps","ADSL","7"
"6028010","BUENOS AIRES","Almirante Brown","Longchamps","CABLEMODEM","8.780"
"6028010","BUENOS AIRES","Almirante Brown","Longchamps","CELULAR","9"
"6028010","BUENOS AIRES","Almirante Brown","Longchamps","DIAL UP","20"
"6028010","BUENOS AIRES","Almirante Brown","Longchamps","FIBRA OPTICA","10.111"
"6028010","BUENOS AIRES","Almirante Brown","Longchamps","SATELITAL","57"
"6028010","BUENOS AIRES","Almirante Brown","Longchamps","WIRELESS","2"
"6028010","BUENOS AIRES","Almirante Brown","Malvinas Argentinas","CABLEMODEM","4.598"
"6028010","BUENOS AIRES","Almirante Brown","Malvinas Argentinas","CELULAR","7"
"6028010","BUENOS AIRES","Almirante Brown","Malvinas Argentinas","DIAL UP","2"
"6028010","BUENOS AIRES","Almirante Brown","Malvinas Argentinas","FIBRA OPTICA","2.243"
"6028010","BUENOS AIRES","Almirante Brown","Malvinas Argentinas","SATELITAL","46"
"6028010","BUENOS AIRES","Almirante Brown","Malvinas Argentinas","WIRELESS","1"
"6028010","BUENOS AIRES","Almirante Brown","Ministro Rivadavia","ADSL","2"
"6028010","BUENOS AIRES","Almirante Brown","Ministro Rivadavia","CABLEMODEM","3.431"
"6028010","BUENOS AIRES","Almirante Brown","Ministro Rivadavia","CELULAR","6"
"6028010","BUENOS AIRES","Almirante Brown","Ministro Rivadavia","DIAL UP","3"
"6028010","BUENOS AIRES","Almirante Brown","Ministro Rivadavia","FIBRA OPTICA","4.918"
"6028010","BUENOS AIRES","Almirante Brown","Ministro Rivadavia","SATELITAL","65"
"6028010","BUENOS AIRES","Almirante Brown","Ministro Rivadavia","WIRELESS","1"
"6028010","BUENOS AIRES","Almirante Brown","Rafael Calzada","ADSL","4"
"6028010","BUENOS AIRES","Almirante Brown","Rafael Calzada","CABLEMODEM","10.694"
"6028010","BUENOS AIRES","Almirante Brown","Rafael Calzada","CELULAR","11"
"6028010","BUENOS AIRES","Almirante Brown","Rafael Calzada","DIAL UP","14"
"6028010","BUENOS AIRES","Almirante Brown","Rafael Calzada","FIBRA OPTICA","12.045"
"6028010","BUENOS AIRES","Almirante Brown","Rafael Calzada","SATELITAL","31"
"6028010","BUENOS AIRES","Almirante Brown","Rafael Calzada","WIRELESS","340"
"6028010","BUENOS AIRES","Almirante Brown","San Francisco Solano","ADSL","1"
"6028010","BUENOS AIRES","Almirante Brown","San Francisco Solano","CABLEMODEM","4.292"
"6028010","BUENOS AIRES","Almirante Brown","San Francisco Solano","CELULAR","1"
"6028010","BUENOS AIRES","Almirante Brown","San Francisco Solano","DIAL UP","4"
"6028010","BUENOS AIRES","Almirante Brown","San Francisco Solano","FIBRA OPTICA","6.825"
"6028010","BUENOS AIRES","Almirante Brown","San Francisco Solano","SATELITAL","26"
"6028010","BUENOS AIRES","Almirante Brown","San Francisco Solano","WIRELESS","1"
"6028010","BUENOS AIRES","Almirante Brown","San Jose","CABLEMODEM","8.744"
"6028010","BUENOS AIRES","Almirante Brown","San Jose","CELULAR","3"
"6028010","BUENOS AIRES","Almirante Brown","San Jose","DIAL UP","1"
"6028010","BUENOS AIRES","Almirante Brown","San Jose","FIBRA OPTICA","1.947"
"6028010","BUENOS AIRES","Almirante Brown","San Jose","SATELITAL","55"
"6028010","BUENOS AIRES","Almirante Brown","San Jose","WIRELESS","1"
"0","BUENOS AIRES","AMBA","Otros","CABLEMODEM","3.836"
"0","BUENOS AIRES","AMBA","Otros","OTROS","0"
"0","BUENOS AIRES","AMBA","Otros","WIRELESS","13"
"6077010","BUENOS AIRES","Arrecifes","Arrecifes","ADSL","490"
"6077010","BUENOS AIRES","Arrecifes","Arrecifes","CABLEMODEM","1.335"
"6077010","BUENOS AIRES","Arrecifes","Arrecifes","CELULAR","1"
"6077010","BUENOS AIRES","Arrecifes","Arrecifes","DIAL UP","12"
"6077010","BUENOS AIRES","Arrecifes","Arrecifes","FIBRA OPTICA","7.805"
"6077010","BUENOS AIRES","Arrecifes","Arrecifes","SATELITAL","288"
"6077010","BUENOS AIRES","Arrecifes","Arrecifes","WIRELESS","1.127"
"0","BUENOS AIRES","Arrecifes","Otros","SATELITAL","55"
"6077020","BUENOS AIRES","Arrecifes","Todd","FIBRA OPTICA","375"
"6077020","BUENOS AIRES","Arrecifes","Todd","SATELITAL","16"
"6077030","BUENOS AIRES","Arrecifes","Viña","ADSL","50"
"6077030","BUENOS AIRES","Arrecifes","Viña","SATELITAL","11"
"6077030","BUENOS AIRES","Arrecifes","Viña","WIRELESS","25"
"6035010","BUENOS AIRES","Avellaneda","Area Reserva Cinturón Ecológico","SATELITAL","55"
"6035010","BUENOS AIRES","Avellaneda","Avellaneda","ADSL","72"
"6035010","BUENOS AIRES","Avellaneda","Avellaneda","CABLEMODEM","7.396"
"6035010","BUENOS AIRES","Avellaneda","Avellaneda","CELULAR","2"
"6035010","BUENOS AIRES","Avellaneda","Avellaneda","DIAL UP","41"
"6035010","BUENOS AIRES","Avellaneda","Avellaneda","FIBRA OPTICA","10.332"
"6035010","BUENOS AIRES","Avellaneda","Avellaneda","SATELITAL","148"
"6035010","BUENOS AIRES","Avellaneda","Avellaneda","WIRELESS","65"
"6035010","BUENOS AIRES","Avellaneda","Crucesita","CABLEMODEM","4.262"
"6035010","BUENOS AIRES","Avellaneda","Crucesita","FIBRA OPTICA","3.844"
"6035010","BUENOS AIRES","Avellaneda","Crucesita","SATELITAL","72"
"6035010","BUENOS AIRES","Avellaneda","Dock Sud","ADSL","4"
"6035010","BUENOS AIRES","Avellaneda","Dock Sud","CABLEMODEM","546"
"6035010","BUENOS AIRES","Avellaneda","Dock Sud","CELULAR","28"
"6035010","BUENOS AIRES","Avellaneda","Dock Sud","FIBRA OPTICA","1.991"
"6035010","BUENOS AIRES","Avellaneda","Dock Sud","SATELITAL","98"
"6035010","BUENOS AIRES","Avellaneda","Dock Sud","WIRELESS","23"
"6035010","BUENOS AIRES","Avellaneda","Gerli","CABLEMODEM","5.010"
"6035010","BUENOS AIRES","Avellaneda","Gerli","FIBRA OPTICA","5.651"
"6035010","BUENOS AIRES","Avellaneda","Gerli","SATELITAL","78"
"6035010","BUENOS AIRES","Avellaneda","Pineyro","CABLEMODEM","5.079"
"6035010","BUENOS AIRES","Avellaneda","Pineyro","FIBRA OPTICA","3.248"
"6035010","BUENOS AIRES","Avellaneda","Pineyro","SATELITAL","64"
"6035010","BUENOS AIRES","Avellaneda","Sarandí","ADSL","8"
"6035010","BUENOS AIRES","Avellaneda","Sarandí","CABLEMODEM","8.336"
"6035010","BUENOS AIRES","Avellaneda","Sarandí","CELULAR","18"
"6035010","BUENOS AIRES","Avellaneda","Sarandí","DIAL UP","53"
"6035010","BUENOS AIRES","Avellaneda","Sarandí","FIBRA OPTICA","16.960"
"6035010","BUENOS AIRES","Avellaneda","Sarandí","SATELITAL","128"
"6035010","BUENOS AIRES","Avellaneda","Villa Domínico","CABLEMODEM","7.658"
"6035010","BUENOS AIRES","Avellaneda","Villa Domínico","CELULAR","28"
"6035010","BUENOS AIRES","Avellaneda","Villa Domínico","FIBRA OPTICA","8.304"
"6035010","BUENOS AIRES","Avellaneda","Villa Domínico","SATELITAL","88"
"6035010","BUENOS AIRES","Avellaneda","Villa Domínico","WIRELESS","520"
"6035010","BUENOS AIRES","Avellaneda","Wilde","ADSL","6"
"6035010","BUENOS AIRES","Avellaneda","Wilde","CABLEMODEM","10.244"
"6035010","BUENOS AIRES","Avellaneda","Wilde","CELULAR","13"
"6035010","BUENOS AIRES","Avellaneda","Wilde","DIAL UP","58"
"6035010","BUENOS AIRES","Avellaneda","Wilde","FIBRA OPTICA","21.377"
"6035010","BUENOS AIRES","Avellaneda","Wilde","SATELITAL","85"
"6035010","BUENOS AIRES","Avellaneda","Wilde","WIRELESS","123"
"6042010","BUENOS AIRES","Ayacucho","Ayacucho","ADSL","1.190"
"6042010","BUENOS AIRES","Ayacucho","Ayacucho","CABLEMODEM","1"
"6042010","BUENOS AIRES","Ayacucho","Ayacucho","DIAL UP","2"
"6042010","BUENOS AIRES","Ayacucho","Ayacucho","FIBRA OPTICA","376"
"6042010","BUENOS AIRES","Ayacucho","Ayacucho","SATELITAL","535"
"6042010","BUENOS AIRES","Ayacucho","Ayacucho","WIRELESS","12"
"6042020","BUENOS AIRES","Ayacucho","La Constancia","SATELITAL","32"
"6042020","BUENOS AIRES","Ayacucho","La Constancia","WIRELESS","14"
"0","BUENOS AIRES","Ayacucho","Otros","SATELITAL","212"
"6042030","BUENOS AIRES","Ayacucho","Solanet","SATELITAL","26"
"6042030","BUENOS AIRES","Ayacucho","Solanet","WIRELESS","10"
"6042040","BUENOS AIRES","Ayacucho","Udaquiola","SATELITAL","53"
"6042040","BUENOS AIRES","Ayacucho","Udaquiola","WIRELESS","15"
"6049050","BUENOS AIRES","Azul","16 de Julio","SATELITAL","13"
"6049010","BUENOS AIRES","Azul","Ariel","SATELITAL","7"
"6049020","BUENOS AIRES","Azul","Azul","ADSL","201"
"6049020","BUENOS AIRES","Azul","Azul","CABLEMODEM","10.889"
"6049020","BUENOS AIRES","Azul","Azul","DIAL UP","42"
"6049020","BUENOS AIRES","Azul","Azul","FIBRA OPTICA","10.065"
"6049020","BUENOS AIRES","Azul","Azul","SATELITAL","634"
"6049020","BUENOS AIRES","Azul","Azul","WIRELESS","1.158"
"6049030","BUENOS AIRES","Azul","Cacharí","CELULAR","6"
"6049030","BUENOS AIRES","Azul","Cacharí","DIAL UP","2"
"6049030","BUENOS AIRES","Azul","Cacharí","FIBRA OPTICA","2"
"6049030","BUENOS AIRES","Azul","Cacharí","SATELITAL","244"
"6049030","BUENOS AIRES","Azul","Cacharí","WIRELESS","521"
"6049040","BUENOS AIRES","Azul","Chillar","FIBRA OPTICA","2"
"6049040","BUENOS AIRES","Azul","Chillar","SATELITAL","121"
"6049040","BUENOS AIRES","Azul","Chillar","WIRELESS","565"
"0","BUENOS AIRES","Azul","Otros","SATELITAL","992"
"6056010","BUENOS AIRES","Bahía Blanca","Bahía Blanca","ADSL","998"
"6056010","BUENOS AIRES","Bahía Blanca","Bahía Blanca","CABLEMODEM","89.875"
"6056010","BUENOS AIRES","Bahía Blanca","Bahía Blanca","CELULAR","6"
"6056010","BUENOS AIRES","Bahía Blanca","Bahía Blanca","DIAL UP","346"
"6056010","BUENOS AIRES","Bahía Blanca","Bahía Blanca","FIBRA OPTICA","41.020"
"6056010","BUENOS AIRES","Bahía Blanca","Bahía Blanca","SATELITAL","2.725"
"6056010","BUENOS AIRES","Bahía Blanca","Bahía Blanca","WIRELESS","3.072"
"6056020","BUENOS AIRES","Bahía Blanca","Cabildo","CABLEMODEM","193"
"6056020","BUENOS AIRES","Bahía Blanca","Cabildo","DIAL UP","3"
"6056020","BUENOS AIRES","Bahía Blanca","Cabildo","FIBRA OPTICA","211"
"6056020","BUENOS AIRES","Bahía Blanca","Cabildo","SATELITAL","34"
"6056020","BUENOS AIRES","Bahía Blanca","Cabildo","WIRELESS","41"
"6056030","BUENOS AIRES","Bahía Blanca","General Daniel Cerri  (Est. General Cerri)","ADSL","10"
"6056030","BUENOS AIRES","Bahía Blanca","General Daniel Cerri  (Est. General Cerri)","CABLEMODEM","1.384"
"6056030","BUENOS AIRES","Bahía Blanca","General Daniel Cerri  (Est. General Cerri)","FIBRA OPTICA","861"
"6056030","BUENOS AIRES","Bahía Blanca","General Daniel Cerri  (Est. General Cerri)","SATELITAL","243"
"6056030","BUENOS AIRES","Bahía Blanca","General Daniel Cerri  (Est. General Cerri)","WIRELESS","14"
"6056020","BUENOS AIRES","Bahía Blanca","Grunbein","SATELITAL","453"
"6056020","BUENOS AIRES","Bahía Blanca","Ingeniero White","FIBRA OPTICA","2"
"6056020","BUENOS AIRES","Bahía Blanca","Ingeniero White","SATELITAL","296"
"6056020","BUENOS AIRES","Bahía Blanca","Ingeniero White","WIRELESS","6"
"0","BUENOS AIRES","Bahía Blanca","Otros","SATELITAL","45"
"6056020","BUENOS AIRES","Bahía Blanca","Villa Bordeau","FIBRA OPTICA","1"
"6056020","BUENOS AIRES","Bahía Blanca","Villa Bordeau","SATELITAL","283"
"6056020","BUENOS AIRES","Bahía Blanca","Villa Espora","SATELITAL","25"
"6063010","BUENOS AIRES","Balcarce","Balcarce","ADSL","334"
"6063010","BUENOS AIRES","Balcarce","Balcarce","CABLEMODEM","11.541"
"6063010","BUENOS AIRES","Balcarce","Balcarce","CELULAR","2"
"6063010","BUENOS AIRES","Balcarce","Balcarce","DIAL UP","30"
"6063010","BUENOS AIRES","Balcarce","Balcarce","FIBRA OPTICA","2.685"
"6063010","BUENOS AIRES","Balcarce","Balcarce","Otros","5"
"6063010","BUENOS AIRES","Balcarce","Balcarce","SATELITAL","850"
"6063010","BUENOS AIRES","Balcarce","Balcarce","WIRELESS","883"
"6063020","BUENOS AIRES","Balcarce","Los Pinos","Otros","9"
"6063020","BUENOS AIRES","Balcarce","Los Pinos","SATELITAL","53"
"6063020","BUENOS AIRES","Balcarce","Los Pinos","WIRELESS","30"
"6063030","BUENOS AIRES","Balcarce","Napaleofú","FIBRA OPTICA","15"
"6063030","BUENOS AIRES","Balcarce","Napaleofú","SATELITAL","44"
"6063030","BUENOS AIRES","Balcarce","Napaleofú","WIRELESS","166"
"0","BUENOS AIRES","Balcarce","Otros","SATELITAL","178"
"6063040","BUENOS AIRES","Balcarce","Ramos Otero","SATELITAL","20"
"6063040","BUENOS AIRES","Balcarce","Ramos Otero","WIRELESS","8"
"6063050","BUENOS AIRES","Balcarce","San Agustín","Otros","3"
"6063050","BUENOS AIRES","Balcarce","San Agustín","SATELITAL","44"
"6063050","BUENOS AIRES","Balcarce","San Agustín","WIRELESS","72"
"6063060","BUENOS AIRES","Balcarce","Villa Laguna La Brava","SATELITAL","50"
"6063060","BUENOS AIRES","Balcarce","Villa Laguna La Brava","WIRELESS","42"
"6070010","BUENOS AIRES","Baradero","Baradero","ADSL","105"
"6070010","BUENOS AIRES","Baradero","Baradero","CABLEMODEM","7.549"
"6070010","BUENOS AIRES","Baradero","Baradero","CELULAR","14"
"6070010","BUENOS AIRES","Baradero","Baradero","FIBRA OPTICA","797"
"6070010","BUENOS AIRES","Baradero","Baradero","SATELITAL","584"
"6070010","BUENOS AIRES","Baradero","Baradero","WIRELESS","1.927"
"6070020","BUENOS AIRES","Baradero","Irineo Portela","SATELITAL","39"
"6070020","BUENOS AIRES","Baradero","Irineo Portela","WIRELESS","92"
"0","BUENOS AIRES","Baradero","Otros","SATELITAL","45"
"6070030","BUENOS AIRES","Baradero","Santa Coloma","SATELITAL","65"
"6070030","BUENOS AIRES","Baradero","Santa Coloma","WIRELESS","55"
"6070040","BUENOS AIRES","Baradero","Villa Alsina  (Est. Alsina)","ADSL","63"
"6070040","BUENOS AIRES","Baradero","Villa Alsina  (Est. Alsina)","CELULAR","3"
"6070040","BUENOS AIRES","Baradero","Villa Alsina  (Est. Alsina)","Otros","10"
"6070040","BUENOS AIRES","Baradero","Villa Alsina  (Est. Alsina)","SATELITAL","76"
